idhous;sex;birthyr;nat_1_02;plingu02;p02r01;p02r04;cspfaj;cspmoj;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;wp00tbgp;wp00tbgs
123401;woman;1947;Switzerland;french;Protestant or Reformed Church;religious celebrations and family events;unqualified non-manual and manual workers;unqualified non-manual and manual workers;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;790.095336914062;0.701197147369385
102081;woman;1956;Switzerland;german;Roman Catholic;once a week;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68131;man;1953;Switzerland;german;Protestant or Reformed Church;a few times a year;unqualified non-manual and manual workers;unqualified non-manual and manual workers;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;653.416198730469;0.579896569252014
18111;woman;1957;Switzerland;french;other;a few times a year;other self-employed;NA;0;0;0;0;3;3;3;3;3;7;7;7;7;7;7;7;737.303649902344;0.654345333576202
68581;man;1942;Austria;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;6;3960.25610351562;3.51466464996338
31011;woman;1957;Switzerland;german;NA;NA;unqualified non-manual and manual workers;unqualified non-manual and manual workers;0;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;983.954162597656;0.873243749141693
109221;man;1950;Switzerland;german;other Christian denomination;once a week;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;670.28564453125;0.594867885112762
NA;woman;1951;NA;NA;NA;NA;unqualified non-manual and manual workers;NA;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;2480.81616210938;2.20168519020081
NA;woman;1946;NA;NA;NA;NA;other self-employed;NA;0;0;1;1;1;1;1;1;1;1;1;5;5;5;5;5;830.121948242188;0.736720085144043
30221;man;1955;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;937.682739257812;0.832178592681885
125921;woman;1957;Switzerland;french;Roman Catholic;every two weeks;other self-employed;NA;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;887.224304199219;0.787397563457489
99401;man;1925;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;3;6;6;6;6;6;6;6;6;1330.30798339844;1.18062734603882
117191;woman;1953;Switzerland;french;Roman Catholic;only for family ceremonies;NA;other self-employed;0;0;0;0;0;0;1;1;1;1;1;1;3;3;3;3;736.8828125;0.65397185087204
147691;man;1935;Switzerland;german;Roman Catholic;religious celebrations and family events;NA;NA;0;1;1;1;1;1;1;1;3;3;3;6;6;6;6;6;993.553405761719;0.88176292181015
144111;man;1951;Switzerland;german;Roman Catholic;about once a month;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;3;6;6;6;6;6;6;6;6;6;753.968139648438;0.669134795665741
129311;woman;1935;Switzerland;german;NA;NA;qualified non-manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;998.590454101562;0.886233270168304
34431;woman;1947;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;qualified manual professions;NA;0;0;0;0;0;1;1;1;1;3;3;3;3;3;3;6;748.38720703125;0.66418182849884
28851;woman;1953;Switzerland;german;Protestant or Reformed Church;about once a month;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;1148.99523925781;1.01971507072449
144991;man;1950;Switzerland;german;Roman Catholic;about once a month;academic professions and senior management;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;849.163818359375;0.753619492053986
143361;woman;1946;Switzerland;german;Roman Catholic;about once a month;other self-employed;NA;0;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;796.945068359375;0.707276165485382
123561;man;1942;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;0;1;1;1;1;1;3;6;6;950.22998046875;0.843314111232758
85951;man;1950;Switzerland;NA;NA;NA;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;1;3;6;6;6;6;2097.32299804688;1.86134099960327
91911;woman;1946;Switzerland;NA;NA;NA;NA;NA;1;1;1;1;1;1;3;3;3;3;3;3;3;7;7;7;1829.77319335938;1.62389481067657
82761;man;1949;Switzerland;german;Roman Catholic;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;737.836364746094;0.654818117618561
NA;man;1933;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;1;1;1;1;1;3;3;6;6;6;2029.2392578125;1.80091774463654
NA;woman;1930;NA;NA;NA;NA;NA;NA;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;2328.806640625;2.06677913665771
NA;woman;1946;NA;NA;NA;NA;qualified manual professions;unqualified non-manual and manual workers;0;0;0;0;0;0;3;3;6;6;6;6;6;6;6;6;936.882263183594;0.831468224525452
31111;woman;1947;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;953.693359375;0.846387803554535
119751;woman;1923;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;1304.4072265625;1.15764081478119
NA;woman;1939;NA;NA;NA;NA;NA;qualified non-manual professions;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;1308.14733886719;1.16096007823944
137761;woman;1942;Switzerland;german;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;1569.54638671875;1.39294767379761
123411;woman;1939;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1161.58984375;1.03089261054993
122101;woman;1951;Switzerland;french;Protestant or Reformed Church;about once a month;NA;NA;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;627.396667480469;0.556804597377777
133951;woman;1946;Itally;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;4088.39599609375;3.62838673591614
34941;man;1929;Switzerland;german;Jewish;about once a month;academic professions and senior management;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;3;984.803649902344;0.873997628688812
41481;man;1940;Switzerland;NA;NA;NA;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;1;1;1;6;6;6;6;6;2440.44848632812;2.16585946083069
NA;woman;1937;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4701.607421875;4.17260217666626
17821;man;1952;Switzerland;german;Protestant or Reformed Church;every two weeks;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;758.651245117188;0.673290967941284
129951;woman;1915;Switzerland;german;Protestant or Reformed Church;about once a month;intermediate professions;intermediate professions;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;1626.36328125;1.44337165355682
92401;man;1930;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;0;1;1;1;1;1;1;1;3;6;6;6;1023.45477294922;0.90829998254776
40391;woman;1949;Itally;italian;Roman Catholic;only for religious celebrations;liberal professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1815.9443359375;1.61162197589874
59081;woman;1943;Switzerland;french;no denomination or religion;only for family ceremonies;intermediate professions;NA;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1236.79528808594;1.09763634204865
95501;woman;1917;Itally;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;2692.82495117188;2.38983964920044
14121;man;1923;Switzerland;french;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;822.068237304688;0.729572534561157
36051;woman;1929;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;0;0;3;6;6;6;6;6;6;6;0;0
37571;man;1952;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;NA;NA;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;756.908203125;0.671744108200073
53051;man;1941;Switzerland;french;no denomination or religion;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1158.47009277344;1.02812385559082
40161;woman;1952;Switzerland;german;Roman Catholic;every two weeks;other self-employed;NA;0;0;1;1;1;1;3;6;6;6;6;6;6;6;6;6;774.753356933594;0.687581360340118
136601;man;1942;Austria;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;1;1;1;1;1;1;1;1;1;1;3;6;6;6;1880.93518066406;1.66930019855499
91081;woman;1930;Switzerland;german;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1322.49450683594;1.17369306087494
67861;man;1953;Switzerland;german;other;never;other self-employed;unqualified non-manual and manual workers;0;0;0;0;0;2;2;3;3;6;6;6;6;6;6;6;975.696228027344;0.86591500043869
99571;woman;1949;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;0;0;3;3;6;6;6;6;6;6;6;6;768.616943359375;0.682135403156281
12821;woman;1948;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;other self-employed;0;1;1;1;1;1;1;3;6;6;6;6;6;6;6;6;687.267822265625;0.609939336776733
110031;woman;1947;Switzerland;german;Protestant or Reformed Church;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;6;636.984069824219;0.565313279628754
NA;woman;1957;NA;NA;NA;NA;intermediate professions;NA;0;0;0;0;3;6;6;6;6;6;6;6;6;6;6;6;2358.50537109375;2.09313631057739
18091;woman;1934;Switzerland;french;Roman Catholic;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;1518.43591308594;1.34758794307709
77411;man;1931;Switzerland;german;Protestant or Reformed Church;never;academic professions and senior management;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;0;0;1;1;3;6;6;6;999.957946777344;0.887446880340576
74231;woman;1956;Switzerland;german;Roman Catholic;once a week;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;6;768.734313964844;0.682239592075348
137271;man;1955;Switzerland;german;Protestant or Reformed Church;a few times a year;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;837.030578613281;0.742851436138153
102531;woman;1949;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;other self-employed;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;1169.60961914062;1.03801000118256
137191;man;1939;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;qualified non-manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;927.091064453125;0.822778701782227
95861;man;1948;Switzerland;italian;other;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1042.4521484375;0.925159811973572
52501;woman;1954;Switzerland;french;Roman Catholic;a few times a year;liberal professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;3;3;3;6;609.406494140625;0.540838599205017
NA;woman;1926;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;2;2;3;3;3;3;1943.30505371094;1.72465252876282
133951;man;1947;Itally;italian;Roman Catholic;only for religious celebrations;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2774.005859375;2.46188640594482
101291;woman;1954;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;0;0;0;0;6;6;6;6;6;6;6;7;7;7;1014.44769287109;0.900306284427643
NA;man;1954;NA;NA;NA;NA;qualified manual professions;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;729.330871582031;0.647269606590271
13881;man;1956;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;qualified non-manual professions;0;0;0;0;0;1;1;1;1;1;1;1;1;3;3;3;748.072265625;0.663902342319489
99371;woman;1953;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;0;0;6;6;6;6;6;6;6;7;7;791.363830566406;0.702322900295258
67651;man;1953;Switzerland;german;Roman Catholic;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;607.883178710938;0.539486706256866
86261;man;1938;Switzerland;german;Protestant or Reformed Church;once a week;other self-employed;NA;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;915.384704589844;0.812389433383942
78461;woman;1938;Switzerland;german;Protestant or Reformed Church;about once a month;top management;NA;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;1054.81274414062;0.936129629611969
8221;man;1955;Switzerland;french;Roman Catholic;about once a month;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;1;1;1;3;3;3;6;6;1739.48205566406;1.5437628030777
107701;woman;1957;Switzerland;german;Roman Catholic;a few times a year;academic professions and senior management;intermediate professions;0;0;0;1;1;1;6;6;6;6;6;6;6;6;6;6;700.143249511719;0.621366083621979
27831;woman;1952;Switzerland;german;no denomination or religion;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;856.138977050781;0.759809851646423
79471;man;1946;Switzerland;german;no denomination or religion;only for family ceremonies;top management;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;3;3;3;3116.3134765625;2.76567912101746
139081;man;1941;Switzerland;german;Christian Catholic;every two weeks;unqualified non-manual and manual workers;other self-employed;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;1134.87561035156;1.00718414783478
136771;man;1931;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1755.13879394531;1.55765795707703
11521;woman;1932;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;1249.58483886719;1.10898673534393
147121;woman;1948;Switzerland;german;no answer;a few times a year;intermediate professions;NA;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;844.038879394531;0.74907112121582
41451;woman;1939;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;other self-employed;NA;0;0;0;0;0;0;3;3;6;6;6;6;6;6;6;6;1219.60656738281;1.08238160610199
127381;man;1946;Switzerland;french;Roman Catholic;about once a month;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;1;1;3;3;6;6;6;6;6;6;884.167358398438;0.784684538841248
13771;man;1941;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;871.269775390625;0.773238182067871
78781;man;1918;Switzerland;german;other;once a week;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;1438.68432617188;1.27680969238281
NA;man;1951;NA;NA;NA;NA;academic professions and senior management;academic professions and senior management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607.883178710938;0.539486706256866
71981;man;1957;Switzerland;german;Protestant or Reformed Church;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;6;756.76318359375;0.671615362167358
48081;woman;1948;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;1;1;3;3;6;6;6;6;6;6;762.750061035156;0.676928639411926
10521;man;1931;Switzerland;german;Roman Catholic;once a week;academic professions and senior management;NA;0;1;1;1;1;1;1;1;1;1;1;1;1;3;6;6;899.772766113281;0.798534095287323
116671;woman;1932;Switzerland;french;Roman Catholic;only for family ceremonies;other self-employed;NA;0;0;0;0;0;1;1;1;1;1;1;6;6;6;6;6;993.258117675781;0.881500840187073
70981;woman;1943;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;academic professions and senior management;unqualified non-manual and manual workers;1;1;1;1;1;1;5;5;5;5;6;6;6;6;7;7;1516.67980957031;1.34602928161621
96051;man;1941;Switzerland;italian;NA;NA;qualified manual professions;NA;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;774.450561523438;0.687312602996826
51371;woman;1950;Switzerland;french;Roman Catholic;religious celebrations and family events;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1139.83972167969;1.01158964633942
124301;woman;1930;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;other self-employed;qualified manual professions;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;1261.4267578125;1.11949634552002
45621;man;1941;Switzerland;italian;Roman Catholic;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;6;888.11279296875;0.788186073303223
130091;woman;1950;Switzerland;german;Protestant or Reformed Church;once a week;NA;other self-employed;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;6;665.181518554688;0.590338051319122
26421;man;1956;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;unqualified non-manual and manual workers;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;0;0;1;1;3;6;6;6;808.462036132812;0.717497289180756
17951;woman;1943;Switzerland;german;Roman Catholic;a few times a year;NA;NA;0;0;0;0;3;3;6;6;6;6;6;6;6;6;6;6;1019.11480712891;0.904448270797729
144551;woman;1954;Switzerland;german;no denomination or religion;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;3;3;3;3;3;3;3;6;6;6;746.101928710938;0.662153661251068
3911;woman;1921;Switzerland;french;other;once a week;unqualified non-manual and manual workers;NA;0;0;1;1;1;1;1;1;1;1;3;6;6;6;6;6;1147.59814453125;1.01847517490387
113121;woman;1931;Switzerland;german;Roman Catholic;about once a month;other self-employed;other self-employed;0;0;0;0;1;1;1;1;1;1;3;3;3;3;7;7;1150.14953613281;1.02073955535889
NA;man;1950;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;3016.44848632812;2.67705035209656
108821;woman;1946;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;other self-employed;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;682.753845214844;0.605933248996735
90641;man;1951;Switzerland;german;no denomination or religion;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;1;1;1;1;1;1;3;3;3;6;6;822.549072265625;0.729999303817749
62991;woman;1928;Switzerland;german;Roman Catholic;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;1707.85607910156;1.51569533348083
69561;man;1939;Switzerland;german;no denomination or religion;a few times a year;qualified non-manual professions;NA;0;0;0;0;0;0;2;2;2;2;7;7;7;7;7;7;1025.12316894531;0.909780621528625
134411;man;1930;Switzerland;german;Protestant or Reformed Church;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;6;886.169372558594;0.786461293697357
10891;woman;1938;Switzerland;german;other Christian denomination;once a week;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;958.81396484375;0.850932240486145
110221;man;1928;Switzerland;german;Roman Catholic;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;2;2;2;7;7;7;7;7;7;953.5517578125;0.846262156963348
140321;man;1945;Switzerland;german;Roman Catholic;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;2;2;2;7;7;7;7;7;7;1030.6572265625;0.914691984653473
22611;man;1953;Switzerland;german;no denomination or religion;only for religious celebrations;other self-employed;other self-employed;0;0;0;0;0;0;1;1;1;3;3;3;3;3;6;6;759.431457519531;0.673983454704285
NA;woman;1933;NA;NA;NA;NA;other self-employed;other self-employed;0;0;0;0;0;0;0;3;6;6;6;6;6;6;6;6;1228.08532714844;1.08990633487701
96441;woman;1928;Switzerland;italian;other;several times a week;other self-employed;other self-employed;0;0;0;0;0;0;0;0;1;1;1;1;3;6;6;6;3087.763671875;2.74034142494202
136811;man;1946;Switzerland;german;NA;NA;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;821.169189453125;0.728774666786194
70161;woman;1947;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;0;0;0;1;1;1;1;5;5;5;5;824.249572753906;0.731508493423462
12321;woman;1952;Switzerland;french;Protestant or Reformed Church;about once a month;academic professions and senior management;NA;0;0;0;0;0;1;1;3;6;6;6;6;6;6;6;6;689.87353515625;0.612251818180084
72931;woman;1949;Switzerland;german;no denomination or religion;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;1207.40344238281;1.0715514421463
101451;woman;1948;Switzerland;german;no denomination or religion;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;934.090209960938;0.828990280628204
99731;woman;1948;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;6;6;1112.33605957031;0.987180650234222
14151;woman;1953;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;3;3;6;6;6;6;6;890.887023925781;0.790648102760315
60621;woman;1946;Switzerland;french;Roman Catholic;once a week;unqualified non-manual and manual workers;NA;0;0;0;0;1;1;1;3;3;6;6;6;6;6;6;6;708.213928222656;0.628528654575348
102081;man;1954;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45571;man;1951;Switzerland;italian;Roman Catholic;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;2;6;6;6;6;668.376770019531;0.593173801898956
105431;woman;1932;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;992.887268066406;0.881171762943268
123291;woman;1950;Portugual;french;Roman Catholic;only for family ceremonies;qualified manual professions;NA;0;0;3;6;6;6;6;6;6;6;6;6;6;6;6;6;1853.87573242188;1.6452853679657
NA;woman;1922;NA;NA;NA;NA;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;1285.59790039062;1.1409478187561
18561;woman;1938;France and territories;french;Roman Catholic;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;1951.73022460938;1.73212969303131
135211;woman;1930;Switzerland;german;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1485.55688476562;1.31840825080872
120901;woman;1928;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;1883.58679199219;1.67165350914001
10401;woman;1946;Switzerland;french;Roman Catholic;never;other self-employed;NA;0;0;0;0;1;1;1;1;1;3;3;3;6;6;6;6;966.989135742188;0.858187556266785
NA;man;1950;NA;NA;NA;NA;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;913.169738769531;0.810423731803894
5011;man;1947;Switzerland;french;no denomination or religion;only for family ceremonies;NA;NA;0;0;0;0;0;1;1;3;3;7;7;7;7;7;7;7;784.742797851562;0.69644683599472
94181;man;1952;Switzerland;german;Roman Catholic;every two weeks;NA;NA;0;0;1;1;1;1;1;1;1;1;1;1;1;3;3;6;706.236755371094;0.626773953437805
33151;man;1952;Switzerland;german;Roman Catholic;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;920.779113769531;0.817176938056946
137181;man;1935;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;1;1;1;3;3;3;3;3;3;0;0
71671;man;1943;Switzerland;german;no denomination or religion;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;0;0;1;1;1;1;3;3;3;3;3;899.448120117188;0.798245966434479
137101;man;1955;Switzerland;german;other Christian denomination;every two weeks;qualified non-manual professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;6;6;6;749.146301269531;0.664855539798737
41351;woman;1925;Switzerland;german;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;1145.93029785156;1.01699507236481
129911;woman;1950;United Kingdom and territories;german;other;only for family ceremonies;academic professions and senior management;NA;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;1193.0048828125;1.05877304077148
6921;man;1952;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;NA;unqualified non-manual and manual workers;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;622.797485351562;0.552722930908203
77801;man;1929;Switzerland;german;Protestant or Reformed Church;a few times a year;NA;other self-employed;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;0;0
11521;man;1927;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;732.883483886719;0.650422513484955
18001;woman;1943;Switzerland;german;Roman Catholic;about once a month;qualified manual professions;NA;0;0;0;0;0;1;1;1;1;3;6;6;6;6;6;6;1188.79223632812;1.0550342798233
82991;man;1949;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;0;0;0;0;0;1;1;3;3;3;3;3;6;6;836.919128417969;0.742752492427826
103701;woman;1950;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;3;3;3;3;3;6;6;6;6;909.642700195312;0.80729353427887
123461;woman;1953;Switzerland;french;Roman Catholic;once a week;qualified non-manual professions;NA;0;0;0;1;1;1;1;6;6;6;6;6;6;6;6;6;662.057739257812;0.587565779685974
39841;man;1955;Switzerland;german;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;1;1;6;6;6;6;852.824096679688;0.7568678855896
NA;man;1954;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;1;1;3;6;6;6;986.850219726562;0.875813961029053
52221;woman;1922;Switzerland;french;Roman Catholic;once a week;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;1628.68969726562;1.44543635845184
NA;man;1948;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1155.19873046875;1.0252206325531
20081;man;1933;Switzerland;german;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;915.803649902344;0.812761247158051
133701;man;1957;Switzerland;german;Roman Catholic;about once a month;top management;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;952.372802734375;0.845215797424316
22611;woman;1952;Switzerland;german;no denomination or religion;only for family ceremonies;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;1;1;1;1;3;3;3;3;3;3;640.279541015625;0.568237960338593
85551;man;1922;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1007.65283203125;0.894275903701782
145721;woman;1951;Switzerland;german;Roman Catholic;several times a week;other self-employed;NA;0;0;0;0;0;3;3;6;6;6;6;6;6;6;6;6;852.726196289062;0.756781041622162
NA;man;1925;NA;NA;NA;NA;academic professions and senior management;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;3;1075.46618652344;0.954459249973297
